number,name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,image_url
0857,Hattrem,Psychic,none,370,57,40,65,86,73,49,https://img.pokemondb.net/artwork/hattrem.jpg
0858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,https://img.pokemondb.net/artwork/hatterene.jpg
0859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,https://img.pokemondb.net/artwork/impidimp.jpg
0860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,https://img.pokemondb.net/artwork/morgrem.jpg
0861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,https://img.pokemondb.net/artwork/grimmsnarl.jpg
0862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,https://img.pokemondb.net/artwork/obstagoon.jpg
0863,Perrserker,Steel,none,440,70,110,100,50,60,50,https://img.pokemondb.net/artwork/perrserker.jpg
0864,Cursola,Ghost,none,510,60,95,50,145,130,30,https://img.pokemondb.net/artwork/cursola.jpg
0865,Sirfetch'd,Fighting,none,507,62,135,95,68,82,65,
0866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,
0867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,https://img.pokemondb.net/artwork/runerigus.jpg
0868,Milcery,Fairy,none,270,45,40,40,50,61,34,https://img.pokemondb.net/artwork/milcery.jpg
0869,Alcremie,Fairy,none,495,65,60,75,110,121,64,https://img.pokemondb.net/artwork/alcremie.jpg
0870,Falinks,Fighting,none,470,65,100,100,70,60,75,https://img.pokemondb.net/artwork/falinks.jpg
0871,Pincurchin,Electric,none,435,48,101,95,91,85,15,https://img.pokemondb.net/artwork/pincurchin.jpg
0872,Snom,Ice,Bug,185,30,25,35,45,30,20,https://img.pokemondb.net/artwork/snom.jpg
0873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,https://img.pokemondb.net/artwork/frosmoth.jpg
0874,Stonjourner,Rock,none,470,100,125,135,20,20,70,https://img.pokemondb.net/artwork/stonjourner.jpg
0875,Eiscue,Ice,none,470,75,80,110,65,90,50,https://img.pokemondb.net/artwork/eiscue-ice.jpg
0875,Eiscue,Ice,none,470,75,80,70,65,50,130,https://img.pokemondb.net/artwork/eiscue-ice.jpg
0876,Indeedee,Psychic,Normal,475,60,65,55,105,95,95,https://img.pokemondb.net/artwork/indeedee-male.jpg
0876,Indeedee,Psychic,Normal,475,70,55,65,95,105,85,https://img.pokemondb.net/artwork/indeedee-male.jpg
0877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/artwork/morpeko-full-belly.jpg
0877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/artwork/morpeko-full-belly.jpg
0878,Cufant,Steel,none,330,72,80,49,40,49,40,https://img.pokemondb.net/artwork/cufant.jpg
0879,Copperajah,Steel,none,500,122,130,69,80,69,30,https://img.pokemondb.net/artwork/copperajah.jpg
0880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,https://img.pokemondb.net/artwork/dracozolt.jpg
0881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,https://img.pokemondb.net/artwork/arctozolt.jpg
0882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,https://img.pokemondb.net/artwork/dracovish.jpg
0883,Arctovish,Water,Ice,505,90,90,100,80,90,55,https://img.pokemondb.net/artwork/arctovish.jpg
0884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,https://img.pokemondb.net/artwork/duraludon.jpg
0885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,https://img.pokemondb.net/artwork/dreepy.jpg
0886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,https://img.pokemondb.net/artwork/drakloak.jpg
0887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,https://img.pokemondb.net/artwork/dragapult.jpg
0888,Zacian,Fairy,none,660,92,120,115,80,115,138,https://img.pokemondb.net/artwork/zacian-hero.jpg
0888,Zacian,Fairy,Steel,700,92,150,115,80,115,148,https://img.pokemondb.net/artwork/zacian-hero.jpg
0889,Zamazenta,Fighting,none,660,92,120,115,80,115,138,https://img.pokemondb.net/artwork/zamazenta-hero.jpg
0889,Zamazenta,Fighting,Steel,700,92,120,140,80,140,128,https://img.pokemondb.net/artwork/zamazenta-hero.jpg
0890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,https://img.pokemondb.net/artwork/eternatus.jpg
0890,Eternatus,Poison,Dragon,1125,255,115,250,125,250,130,https://img.pokemondb.net/artwork/eternatus.jpg
0891,Kubfu,Fighting,none,385,60,90,60,53,50,72,https://img.pokemondb.net/artwork/kubfu.jpg
0892,Urshifu,Fighting,Dark,550,100,130,100,63,60,97,https://img.pokemondb.net/artwork/urshifu-single-strike.jpg
0892,Urshifu,Fighting,Water,550,100,130,100,63,60,97,https://img.pokemondb.net/artwork/urshifu-single-strike.jpg
0893,Zarude,Dark,Grass,600,105,120,105,70,95,105,https://img.pokemondb.net/artwork/zarude.jpg
0894,Regieleki,Electric,none,580,80,100,50,100,50,200,https://img.pokemondb.net/artwork/regieleki.jpg
0895,Regidrago,Dragon,none,580,200,100,50,100,50,80,https://img.pokemondb.net/artwork/regidrago.jpg
0896,Glastrier,Ice,none,580,100,145,130,65,110,30,https://img.pokemondb.net/artwork/glastrier.jpg
0897,Spectrier,Ghost,none,580,100,65,60,145,80,130,https://img.pokemondb.net/artwork/spectrier.jpg
0898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,https://img.pokemondb.net/artwork/calyrex.jpg
0898,Calyrex,Psychic,Ice,680,100,165,150,85,130,50,https://img.pokemondb.net/artwork/calyrex.jpg
0898,Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,https://img.pokemondb.net/artwork/calyrex.jpg
0899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,https://img.pokemondb.net/artwork/wyrdeer.jpg
0900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,https://img.pokemondb.net/artwork/kleavor.jpg
0901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,https://img.pokemondb.net/artwork/ursaluna.jpg
0901,Ursaluna,Ground,Normal,555,113,70,120,135,65,52,https://img.pokemondb.net/artwork/ursaluna.jpg
0902,Basculegion,Water,Ghost,530,120,112,65,80,75,78,https://img.pokemondb.net/artwork/basculegion-male.jpg
0902,Basculegion,Water,Ghost,530,120,92,65,100,75,78,https://img.pokemondb.net/artwork/basculegion-male.jpg
0903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,https://img.pokemondb.net/artwork/sneasler.jpg
0904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,https://img.pokemondb.net/artwork/overqwil.jpg
0905,Enamorus,Fairy,Flying,580,74,115,70,135,80,106,https://img.pokemondb.net/artwork/enamorus-incarnate.jpg
0905,Enamorus,Fairy,Flying,580,74,115,110,135,100,46,https://img.pokemondb.net/artwork/enamorus-incarnate.jpg
0906,Sprigatito,Grass,none,310,40,61,54,45,45,65,https://img.pokemondb.net/artwork/sprigatito.jpg
0907,Floragato,Grass,none,410,61,80,63,60,63,83,https://img.pokemondb.net/artwork/floragato.jpg
0908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,https://img.pokemondb.net/artwork/meowscarada.jpg
0909,Fuecoco,Fire,none,310,67,45,59,63,40,36,https://img.pokemondb.net/artwork/fuecoco.jpg
0910,Crocalor,Fire,none,411,81,55,78,90,58,49,https://img.pokemondb.net/artwork/crocalor.jpg
0911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,https://img.pokemondb.net/artwork/skeledirge.jpg
0912,Quaxly,Water,none,310,55,65,45,50,45,50,https://img.pokemondb.net/artwork/quaxly.jpg
0913,Quaxwell,Water,none,410,70,85,65,65,60,65,https://img.pokemondb.net/artwork/quaxwell.jpg
0914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,https://img.pokemondb.net/artwork/quaquaval.jpg
0915,Lechonk,Normal,none,254,54,45,40,35,45,35,https://img.pokemondb.net/artwork/lechonk.jpg
0916,Oinkologne,Normal,none,489,110,100,75,59,80,65,https://img.pokemondb.net/artwork/oinkologne-male.jpg
0916,Oinkologne,Normal,none,489,115,90,70,59,90,65,https://img.pokemondb.net/artwork/oinkologne-male.jpg
0917,Tarountula,Bug,none,210,35,41,45,29,40,20,https://img.pokemondb.net/artwork/tarountula.jpg
0918,Spidops,Bug,none,404,60,79,92,52,86,35,https://img.pokemondb.net/artwork/spidops.jpg
0919,Nymble,Bug,none,210,33,46,40,21,25,45,https://img.pokemondb.net/artwork/nymble.jpg
0920,Lokix,Bug,Dark,450,71,102,78,52,55,92,https://img.pokemondb.net/artwork/lokix.jpg
0921,Pawmi,Electric,none,240,45,50,20,40,25,60,https://img.pokemondb.net/artwork/pawmi.jpg
0922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,https://img.pokemondb.net/artwork/pawmo.jpg
0923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,https://img.pokemondb.net/artwork/pawmot.jpg
0924,Tandemaus,Normal,none,305,50,50,45,40,45,75,https://img.pokemondb.net/artwork/tandemaus.jpg
0925,Maushold,Normal,none,470,74,75,70,65,75,111,https://img.pokemondb.net/artwork/maushold-family4.jpg
0925,Maushold,Normal,none,470,74,75,70,65,75,111,https://img.pokemondb.net/artwork/maushold-family4.jpg
0926,Fidough,Fairy,none,312,37,55,70,30,55,65,https://img.pokemondb.net/artwork/fidough.jpg
0927,Dachsbun,Fairy,none,477,57,80,115,50,80,95,https://img.pokemondb.net/artwork/dachsbun.jpg
0928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,https://img.pokemondb.net/artwork/smoliv.jpg
0929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,https://img.pokemondb.net/artwork/dolliv.jpg
0930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,https://img.pokemondb.net/artwork/arboliva.jpg
0931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/squawkabilly-green.jpg
0931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/squawkabilly-green.jpg
0931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/squawkabilly-green.jpg
0931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/squawkabilly-green.jpg
0932,Nacli,Rock,none,280,55,55,75,35,35,25,https://img.pokemondb.net/artwork/nacli.jpg
0933,Naclstack,Rock,none,355,60,60,100,35,65,35,https://img.pokemondb.net/artwork/naclstack.jpg
0934,Garganacl,Rock,none,500,100,100,130,45,90,35,https://img.pokemondb.net/artwork/garganacl.jpg
0935,Charcadet,Fire,none,255,40,50,40,50,40,35,https://img.pokemondb.net/artwork/charcadet.jpg
0936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,https://img.pokemondb.net/artwork/armarouge.jpg
0937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,https://img.pokemondb.net/artwork/ceruledge.jpg
0938,Tadbulb,Electric,none,272,61,31,41,59,35,45,https://img.pokemondb.net/artwork/tadbulb.jpg
0939,Bellibolt,Electric,none,495,109,64,91,103,83,45,https://img.pokemondb.net/artwork/bellibolt.jpg
0940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,https://img.pokemondb.net/artwork/wattrel.jpg
0941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,https://img.pokemondb.net/artwork/kilowattrel.jpg
0942,Maschiff,Dark,none,340,60,78,60,40,51,51,https://img.pokemondb.net/artwork/maschiff.jpg
0943,Mabosstiff,Dark,none,505,80,120,90,60,70,85,https://img.pokemondb.net/artwork/mabosstiff.jpg
0944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,https://img.pokemondb.net/artwork/shroodle.jpg
0945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,https://img.pokemondb.net/artwork/grafaiai.jpg
0946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,https://img.pokemondb.net/artwork/bramblin.jpg
0947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,https://img.pokemondb.net/artwork/brambleghast.jpg
0948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,https://img.pokemondb.net/artwork/toedscool.jpg
0949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,https://img.pokemondb.net/artwork/toedscruel.jpg
0950,Klawf,Rock,none,450,70,100,115,35,55,75,https://img.pokemondb.net/artwork/klawf.jpg
0951,Capsakid,Grass,none,304,50,62,40,62,40,50,https://img.pokemondb.net/artwork/capsakid.jpg
0952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,https://img.pokemondb.net/artwork/scovillain.jpg
0953,Rellor,Bug,none,270,41,50,60,31,58,30,https://img.pokemondb.net/artwork/rellor.jpg
0954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,https://img.pokemondb.net/artwork/rabsca.jpg
0955,Flittle,Psychic,none,255,30,35,30,55,30,75,https://img.pokemondb.net/artwork/flittle.jpg
0956,Espathra,Psychic,none,481,95,60,60,101,60,105,https://img.pokemondb.net/artwork/espathra.jpg
0957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,https://img.pokemondb.net/artwork/tinkatink.jpg
0958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,https://img.pokemondb.net/artwork/tinkatuff.jpg
0959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,https://img.pokemondb.net/artwork/tinkaton.jpg
0960,Wiglett,Water,none,245,10,55,25,35,25,95,https://img.pokemondb.net/artwork/wiglett.jpg
0961,Wugtrio,Water,none,425,35,100,50,50,70,120,https://img.pokemondb.net/artwork/wugtrio.jpg
0962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,https://img.pokemondb.net/artwork/bombirdier.jpg
0963,Finizen,Water,none,315,70,45,40,45,40,75,https://img.pokemondb.net/artwork/finizen.jpg
0964,Palafin,Water,none,457,100,70,72,53,62,100,https://img.pokemondb.net/artwork/palafin-zero.jpg
0964,Palafin,Water,none,650,100,160,97,106,87,100,https://img.pokemondb.net/artwork/palafin-zero.jpg
0965,Varoom,Steel,Poison,300,45,70,63,30,45,47,https://img.pokemondb.net/artwork/varoom.jpg
0966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,https://img.pokemondb.net/artwork/revavroom.jpg
0967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,https://img.pokemondb.net/artwork/cyclizar.jpg
0968,Orthworm,Steel,none,480,70,85,145,60,55,65,https://img.pokemondb.net/artwork/orthworm.jpg
0969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,https://img.pokemondb.net/artwork/glimmet.jpg
0970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,https://img.pokemondb.net/artwork/glimmora.jpg
0971,Greavard,Ghost,none,290,50,61,60,30,55,34,https://img.pokemondb.net/artwork/greavard.jpg
0972,Houndstone,Ghost,none,488,72,101,100,50,97,68,https://img.pokemondb.net/artwork/houndstone.jpg
0973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,https://img.pokemondb.net/artwork/flamigo.jpg
0974,Cetoddle,Ice,none,334,108,68,45,30,40,43,https://img.pokemondb.net/artwork/cetoddle.jpg
0975,Cetitan,Ice,none,521,170,113,65,45,55,73,https://img.pokemondb.net/artwork/cetitan.jpg
0976,Veluza,Water,Psychic,478,90,102,73,78,65,70,https://img.pokemondb.net/artwork/veluza.jpg
0977,Dondozo,Water,none,530,150,100,115,65,65,35,https://img.pokemondb.net/artwork/dondozo.jpg
0978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/tatsugiri-curly.jpg
0978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/tatsugiri-curly.jpg
0978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/tatsugiri-curly.jpg
0979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,https://img.pokemondb.net/artwork/annihilape.jpg
0980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,https://img.pokemondb.net/artwork/clodsire.jpg
0981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,https://img.pokemondb.net/artwork/farigiraf.jpg
0982,Dudunsparce,Normal,none,520,125,100,80,85,75,55,https://img.pokemondb.net/artwork/dudunsparce-two-segment.jpg
0982,Dudunsparce,Normal,none,520,125,100,80,85,75,55,https://img.pokemondb.net/artwork/dudunsparce-two-segment.jpg
0983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,https://img.pokemondb.net/artwork/kingambit.jpg
0984,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,
0985,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,
0986,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,
0987,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,
0988,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,
0989,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,
0990,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,
0991,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,
0992,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,
0993,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,
0994,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,
0995,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,
0996,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,https://img.pokemondb.net/artwork/frigibax.jpg
0997,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,https://img.pokemondb.net/artwork/arctibax.jpg
0998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,https://img.pokemondb.net/artwork/baxcalibur.jpg
0999,Gimmighoul,Ghost,none,300,45,30,70,75,70,10,https://img.pokemondb.net/artwork/gimmighoul-chest.jpg
0999,Gimmighoul,Ghost,none,300,45,30,25,75,45,80,https://img.pokemondb.net/artwork/gimmighoul-chest.jpg
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,https://img.pokemondb.net/artwork/gholdengo.jpg
1001,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,https://img.pokemondb.net/artwork/wo-chien.jpg
1002,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,https://img.pokemondb.net/artwork/chien-pao.jpg
1003,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,https://img.pokemondb.net/artwork/ting-lu.jpg
1004,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,https://img.pokemondb.net/artwork/chi-yu.jpg
1005,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,
1006,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,https://img.pokemondb.net/artwork/koraidon.jpg
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,https://img.pokemondb.net/artwork/miraidon.jpg
1009,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,
1010,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,
1011,Dipplin,Grass,Dragon,485,80,80,110,95,80,40,https://img.pokemondb.net/artwork/dipplin.jpg
1012,Poltchageist,Grass,Ghost,308,40,45,45,74,54,50,https://img.pokemondb.net/artwork/poltchageist.jpg
1013,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70,https://img.pokemondb.net/sprites/scarlet-violet/normal/sinistcha.png
1014,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,https://img.pokemondb.net/artwork/okidogi.jpg
1015,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,https://img.pokemondb.net/artwork/munkidori.jpg
1016,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99,https://img.pokemondb.net/artwork/fezandipiti.jpg
1017,Ogerpon,Grass,none,550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/ogerpon-teal.jpg
1017,Ogerpon,Grass,Water,550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/ogerpon-teal.jpg
1017,Ogerpon,Grass,Fire,550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/ogerpon-teal.jpg
1017,Ogerpon,Grass,Rock,550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/ogerpon-teal.jpg
1018,Archaludon,Steel,Dragon,600,90,105,130,125,65,85,https://img.pokemondb.net/artwork/archaludon.jpg
1019,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44,https://img.pokemondb.net/sprites/scarlet-violet/normal/hydrapple.png
1020,Gouging Fire,Fire,Dragon,590,105,115,121,65,93,91,
1021,Raging Bolt,Electric,Dragon,590,125,73,91,137,89,75,
1022,Iron Boulder,Rock,Psychic,590,90,120,80,68,108,124,
1023,Iron Crown,Steel,Psychic,590,90,72,100,122,108,98,
1024,Terapagos,Normal,none,450,90,65,85,65,85,60,https://img.pokemondb.net/artwork/terapagos-normal.jpg
1024,Terapagos,Normal,none,600,95,95,110,105,110,85,https://img.pokemondb.net/artwork/terapagos-normal.jpg
1024,Terapagos,Normal,none,700,160,105,110,130,110,85,https://img.pokemondb.net/artwork/terapagos-normal.jpg
1025,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88,https://img.pokemondb.net/artwork/pecharunt.jpg
